Date,Store,Dept,Weekly_Sales,Type,Size,Temperature,Fuel_Price,CPI,Unemployment,IsHoliday,Year,Month,Week,Promotional_Discount
2019-02-05,8,24,5820.6,A,155078,34.14,2.572,214.4714512,6.299,No,2019,2,1,14918.89426958363
2019-02-05,8,25,7260.0,A,155078,34.14,2.572,214.4714512,6.299,No,2019,2,1,14918.89426958363
2019-02-05,8,36,185.5,A,155078,34.14,2.572,214.4714512,6.299,No,2019,2,1,14918.89426958363
2019-02-05,8,26,8507.05,A,155078,34.14,2.572,214.4714512,6.299,No,2019,2,1,14918.89426958363
2019-02-05,8,28,619.36,A,155078,34.14,2.572,214.4714512,6.299,No,2019,2,1,14918.89426958363
2019-02-05,5,6,1373.45,B,34875,39.7,2.572,211.6539716,6.566,No,2019,2,1,7230.272059479554
2019-02-05,8,29,4206.56,A,155078,34.14,2.572,214.4714512,6.299,No,2019,2,1,14918.89426958363
2019-02-05,8,30,3280.5,A,155078,34.14,2.572,214.4714512,6.299,No,2019,2,1,14918.89426958363
2019-02-05,8,31,2136.18,A,155078,34.14,2.572,214.4714512,6.299,No,2019,2,1,14918.89426958363
2019-02-05,8,32,8699.85,A,155078,34.14,2.572,214.4714512,6.299,No,2019,2,1,14918.89426958363
2019-02-05,8,33,6589.92,A,155078,34.14,2.572,214.4714512,6.299,No,2019,2,1,14918.89426958363
2019-02-05,8,34,12029.75,A,155078,34.14,2.572,214.4714512,6.299,No,2019,2,1,14918.89426958363
2019-02-05,8,27,1605.0,A,155078,34.14,2.572,214.4714512,6.299,No,2019,2,1,14918.89426958363
2019-02-05,8,35,2066.0,A,155078,34.14,2.572,214.4714512,6.299,No,2019,2,1,14918.89426958363
2019-02-05,42,95,54116.37,C,39690,54.34,2.962,126.4420645,9.765,No,2019,2,1,1757.626174684727
2019-02-05,8,37,3860.38,A,155078,34.14,2.572,214.4714512,6.299,No,2019,2,1,14918.89426958363
2019-02-05,8,54,74.97,A,155078,34.14,2.572,214.4714512,6.299,No,2019,2,1,14918.89426958363
2019-02-05,8,18,5982.0,A,155078,34.14,2.572,214.4714512,6.299,No,2019,2,1,14918.89426958363
2019-02-05,8,38,58048.83,A,155078,34.14,2.572,214.4714512,6.299,No,2019,2,1,14918.89426958363
2019-02-05,8,40,44475.69,A,155078,34.14,2.572,214.4714512,6.299,No,2019,2,1,14918.89426958363
2019-02-05,8,41,431.0,A,155078,34.14,2.572,214.4714512,6.299,No,2019,2,1,14918.89426958363
2019-02-05,8,42,5237.93,A,155078,34.14,2.572,214.4714512,6.299,No,2019,2,1,14918.89426958363
2019-02-05,8,44,3899.6,A,155078,34.14,2.572,214.4714512,6.299,No,2019,2,1,14918.89426958363
2019-02-05,8,46,18015.38,A,155078,34.14,2.572,214.4714512,6.299,No,2019,2,1,14918.89426958363
2019-02-05,8,49,4222.67,A,155078,34.14,2.572,214.4714512,6.299,No,2019,2,1,14918.89426958363
2019-02-05,8,52,2702.42,A,155078,34.14,2.572,214.4714512,6.299,No,2019,2,1,14918.89426958363
2019-02-05,5,5,10934.88,B,34875,39.7,2.572,211.6539716,6.566,No,2019,2,1,7230.272059479554
2019-02-05,5,4,9282.86,B,34875,39.7,2.572,211.6539716,6.566,No,2019,2,1,7230.272059479554
2019-02-05,8,55,10919.58,A,155078,34.14,2.572,214.4714512,6.299,No,2019,2,1,14918.89426958363
2019-02-05,8,56,1251.85,A,155078,34.14,2.572,214.4714512,6.299,No,2019,2,1,14918.89426958363
2019-02-05,8,58,7563.0,A,155078,34.14,2.572,214.4714512,6.299,No,2019,2,1,14918.89426958363
2019-02-05,8,59,825.76,A,155078,34.14,2.572,214.4714512,6.299,No,2019,2,1,14918.89426958363
2019-02-05,8,60,369.6,A,155078,34.14,2.572,214.4714512,6.299,No,2019,2,1,14918.89426958363
2019-02-05,8,67,5711.31,A,155078,34.14,2.572,214.4714512,6.299,No,2019,2,1,14918.89426958363
2019-02-05,8,71,5304.07,A,155078,34.14,2.572,214.4714512,6.299,No,2019,2,1,14918.89426958363
2019-02-05,8,74,9385.42,A,155078,34.14,2.572,214.4714512,6.299,No,2019,2,1,14918.89426958363
2019-02-05,14,20,13731.35,A,200898,27.31,2.784,181.8711898,8.992,No,2019,2,1,19956.04368865647
2019-02-05,14,21,10816.16,A,200898,27.31,2.784,181.8711898,8.992,No,2019,2,1,19956.04368865647
2019-02-05,20,17,22464.57,A,203742,25.92,2.784,204.2471935,8.187,No,2019,2,1,18469.18785175322
2019-02-05,19,98,14149.07,A,203819,20.96,2.954,131.5279032,8.35,No,2019,2,1,17082.8456727707
2019-02-05,20,1,46021.21,A,203742,25.92,2.784,204.2471935,8.187,No,2019,2,1,18469.18785175322
2019-02-05,20,3,15933.49,A,203742,25.92,2.784,204.2471935,8.187,No,2019,2,1,18469.18785175322
2019-02-05,20,32,18245.49,A,203742,25.92,2.784,204.2471935,8.187,No,2019,2,1,18469.18785175322
2019-02-05,20,4,56524.58,A,203742,25.92,2.784,204.2471935,8.187,No,2019,2,1,18469.18785175322
2019-02-05,20,5,56536.02,A,203742,25.92,2.784,204.2471935,8.187,No,2019,2,1,18469.18785175322
2019-02-05,20,6,8940.41,A,203742,25.92,2.784,204.2471935,8.187,No,2019,2,1,18469.18785175322
2019-02-05,20,7,33042.19,A,203742,25.92,2.784,204.2471935,8.187,No,2019,2,1,18469.18785175322
2019-02-05,20,9,18259.07,A,203742,25.92,2.784,204.2471935,8.187,No,2019,2,1,18469.18785175322
2019-02-05,20,10,45073.66,A,203742,25.92,2.784,204.2471935,8.187,No,2019,2,1,18469.18785175322
2019-02-05,20,11,33693.8,A,203742,25.92,2.784,204.2471935,8.187,No,2019,2,1,18469.18785175322
2019-02-05,20,12,6527.56,A,203742,25.92,2.784,204.2471935,8.187,No,2019,2,1,18469.18785175322
2019-02-05,3,59,321.02,B,37392,45.71,2.572,214.4248812,7.368,No,2019,2,1,5909.877946896037
2019-02-05,19,94,39778.67,A,203819,20.96,2.954,131.5279032,8.35,No,2019,2,1,17082.8456727707
2019-02-05,20,33,12349.27,A,203742,25.92,2.784,204.2471935,8.187,No,2019,2,1,18469.18785175322
2019-02-05,20,35,4667.0,A,203742,25.92,2.784,204.2471935,8.187,No,2019,2,1,18469.18785175322
2019-02-05,20,60,572.0,A,203742,25.92,2.784,204.2471935,8.187,No,2019,2,1,18469.18785175322
2019-02-05,19,97,20898.53,A,203819,20.96,2.954,131.5279032,8.35,No,2019,2,1,17082.8456727707
2019-02-05,19,96,13998.8,A,203819,20.96,2.954,131.5279032,8.35,No,2019,2,1,17082.8456727707
2019-02-05,3,60,132.0,B,37392,45.71,2.572,214.4248812,7.368,No,2019,2,1,5909.877946896037
2019-02-05,20,18,9045.4,A,203742,25.92,2.784,204.2471935,8.187,No,2019,2,1,18469.18785175322
2019-02-05,20,19,59.0,A,203742,25.92,2.784,204.2471935,8.187,No,2019,2,1,18469.18785175322
2019-02-05,20,20,8419.85,A,203742,25.92,2.784,204.2471935,8.187,No,2019,2,1,18469.18785175322
2019-02-05,20,21,16995.18,A,203742,25.92,2.784,204.2471935,8.187,No,2019,2,1,18469.18785175322
2019-02-05,20,22,17597.83,A,203742,25.92,2.784,204.2471935,8.187,No,2019,2,1,18469.18785175322
2019-02-05,20,23,33712.17,A,203742,25.92,2.784,204.2471935,8.187,No,2019,2,1,18469.18785175322
2019-02-05,3,55,9326.41,B,37392,45.71,2.572,214.4248812,7.368,No,2019,2,1,5909.877946896037
2019-02-05,20,24,10496.98,A,203742,25.92,2.784,204.2471935,8.187,No,2019,2,1,18469.18785175322
2019-02-05,20,25,17435.07,A,203742,25.92,2.784,204.2471935,8.187,No,2019,2,1,18469.18785175322
2019-02-05,5,46,4515.46,B,34875,39.7,2.572,211.6539716,6.566,No,2019,2,1,7230.272059479554
2019-02-05,20,26,16856.28,A,203742,25.92,2.784,204.2471935,8.187,No,2019,2,1,18469.18785175322
2019-02-05,20,28,1058.36,A,203742,25.92,2.784,204.2471935,8.187,No,2019,2,1,18469.18785175322
2019-02-05,20,29,10209.0,A,203742,25.92,2.784,204.2471935,8.187,No,2019,2,1,18469.18785175322
2019-02-05,20,30,9488.37,A,203742,25.92,2.784,204.2471935,8.187,No,2019,2,1,18469.18785175322
2019-02-05,3,54,133.0,B,37392,45.71,2.572,214.4248812,7.368,No,2019,2,1,5909.877946896037
2019-02-05,20,31,3769.12,A,203742,25.92,2.784,204.2471935,8.187,No,2019,2,1,18469.18785175322
2019-02-05,20,16,6485.21,A,203742,25.92,2.784,204.2471935,8.187,No,2019,2,1,18469.18785175322
2019-02-05,20,14,31194.85,A,203742,25.92,2.784,204.2471935,8.187,No,2019,2,1,18469.18785175322
2019-02-05,20,13,69111.88,A,203742,25.92,2.784,204.2471935,8.187,No,2019,2,1,18469.18785175322
2019-02-05,3,56,783.32,B,37392,45.71,2.572,214.4248812,7.368,No,2019,2,1,5909.877946896037
2019-02-05,20,27,4229.18,A,203742,25.92,2.784,204.2471935,8.187,No,2019,2,1,18469.18785175322
2019-02-05,5,42,2501.96,B,34875,39.7,2.572,211.6539716,6.566,No,2019,2,1,7230.272059479554
2019-02-05,5,27,435.5,B,34875,39.7,2.572,211.6539716,6.566,No,2019,2,1,7230.272059479554
2019-02-05,5,41,259.0,B,34875,39.7,2.572,211.6539716,6.566,No,2019,2,1,7230.272059479554
2019-02-05,13,35,3521.0,A,219622,31.53,2.666,126.4420645,8.316,No,2019,2,1,20379.64468067227
2019-02-05,13,28,1871.32,A,219622,31.53,2.666,126.4420645,8.316,No,2019,2,1,20379.64468067227
2019-02-05,13,19,3893.71,A,219622,31.53,2.666,126.4420645,8.316,No,2019,2,1,20379.64468067227
2019-02-05,13,60,985.6,A,219622,31.53,2.666,126.4420645,8.316,No,2019,2,1,20379.64468067227
2019-02-05,13,71,16990.6,A,219622,31.53,2.666,126.4420645,8.316,No,2019,2,1,20379.64468067227
2019-02-05,4,33,12645.74,A,205863,43.76,2.598,126.4420645,8.623,No,2019,2,1,19838.3680016247
2019-02-05,14,3,18487.9,A,200898,27.31,2.784,181.8711898,8.992,No,2019,2,1,19956.04368865647
2019-02-05,14,4,66912.92,A,200898,27.31,2.784,181.8711898,8.992,No,2019,2,1,19956.04368865647
2019-02-05,14,5,48040.92,A,200898,27.31,2.784,181.8711898,8.992,No,2019,2,1,19956.04368865647
2019-02-05,14,6,8992.23,A,200898,27.31,2.784,181.8711898,8.992,No,2019,2,1,19956.04368865647
2019-02-05,14,7,34413.92,A,200898,27.31,2.784,181.8711898,8.992,No,2019,2,1,19956.04368865647
2019-02-05,14,8,70627.96,A,200898,27.31,2.784,181.8711898,8.992,No,2019,2,1,19956.04368865647
2019-02-05,14,9,12532.12,A,200898,27.31,2.784,181.8711898,8.992,No,2019,2,1,19956.04368865647
2019-02-05,14,10,22663.72,A,200898,27.31,2.784,181.8711898,8.992,No,2019,2,1,19956.04368865647
2019-02-05,4,32,17841.91,A,205863,43.76,2.598,126.4420645,8.623,No,2019,2,1,19838.3680016247
2019-02-05,14,11,26324.34,A,200898,27.31,2.784,181.8711898,8.992,No,2019,2,1,19956.04368865647
2019-02-05,14,12,5567.75,A,200898,27.31,2.784,181.8711898,8.992,No,2019,2,1,19956.04368865647
2019-02-05,13,34,18465.89,A,219622,31.53,2.666,126.4420645,8.316,No,2019,2,1,20379.64468067227
2019-02-05,14,14,30831.81,A,200898,27.31,2.784,181.8711898,8.992,No,2019,2,1,19956.04368865647
2019-02-05,13,33,9995.88,A,219622,31.53,2.666,126.4420645,8.316,No,2019,2,1,20379.64468067227
2019-02-05,13,31,2640.46,A,219622,31.53,2.666,126.4420645,8.316,No,2019,2,1,20379.64468067227
2019-02-05,4,36,578.0,A,205863,43.76,2.598,126.4420645,8.623,No,2019,2,1,19838.3680016247
2019-02-05,13,56,1871.94,A,219622,31.53,2.666,126.4420645,8.316,No,2019,2,1,20379.64468067227
2019-02-05,13,58,9555.0,A,219622,31.53,2.666,126.4420645,8.316,No,2019,2,1,20379.64468067227
2019-02-05,13,37,4268.61,A,219622,31.53,2.666,126.4420645,8.316,No,2019,2,1,20379.64468067227
2019-02-05,13,36,1247.5,A,219622,31.53,2.666,126.4420645,8.316,No,2019,2,1,20379.64468067227
2019-02-05,13,20,12450.8,A,219622,31.53,2.666,126.4420645,8.316,No,2019,2,1,20379.64468067227
2019-02-05,13,21,8295.62,A,219622,31.53,2.666,126.4420645,8.316,No,2019,2,1,20379.64468067227
2019-02-05,13,22,20608.32,A,219622,31.53,2.666,126.4420645,8.316,No,2019,2,1,20379.64468067227
2019-02-05,13,23,25027.07,A,219622,31.53,2.666,126.4420645,8.316,No,2019,2,1,20379.64468067227
2019-02-05,13,24,9035.84,A,219622,31.53,2.666,126.4420645,8.316,No,2019,2,1,20379.64468067227
2019-02-05,13,25,9751.48,A,219622,31.53,2.666,126.4420645,8.316,No,2019,2,1,20379.64468067227
2019-02-05,13,26,13248.53,A,219622,31.53,2.666,126.4420645,8.316,No,2019,2,1,20379.64468067227
2019-02-05,13,59,1472.5,A,219622,31.53,2.666,126.4420645,8.316,No,2019,2,1,20379.64468067227
2019-02-05,13,27,3309.0,A,219622,31.53,2.666,126.4420645,8.316,No,2019,2,1,20379.64468067227
2019-02-05,13,29,6225.26,A,219622,31.53,2.666,126.4420645,8.316,No,2019,2,1,20379.64468067227
2019-02-05,13,30,4762.5,A,219622,31.53,2.666,126.4420645,8.316,No,2019,2,1,20379.64468067227
2019-02-05,13,32,9837.84,A,219622,31.53,2.666,126.4420645,8.316,No,2019,2,1,20379.64468067227
2019-02-05,13,55,23069.69,A,219622,31.53,2.666,126.4420645,8.316,No,2019,2,1,20379.64468067227
2019-02-05,14,16,10433.45,A,200898,27.31,2.784,181.8711898,8.992,No,2019,2,1,19956.04368865647
2019-02-05,14,18,7722.89,A,200898,27.31,2.784,181.8711898,8.992,No,2019,2,1,19956.04368865647
2019-02-05,13,18,7199.22,A,219622,31.53,2.666,126.4420645,8.316,No,2019,2,1,20379.64468067227
2019-02-05,4,41,401.94,A,205863,43.76,2.598,126.4420645,8.623,No,2019,2,1,19838.3680016247
2019-02-05,13,17,22419.66,A,219622,31.53,2.666,126.4420645,8.316,No,2019,2,1,20379.64468067227
2019-02-05,4,49,6575.58,A,205863,43.76,2.598,126.4420645,8.623,No,2019,2,1,19838.3680016247
2019-02-05,13,87,13482.46,A,219622,31.53,2.666,126.4420645,8.316,No,2019,2,1,20379.64468067227
2019-02-05,14,17,30625.69,A,200898,27.31,2.784,181.8711898,8.992,No,2019,2,1,19956.04368865647
2019-02-05,13,96,7508.13,A,219622,31.53,2.666,126.4420645,8.316,No,2019,2,1,20379.64468067227
2019-02-05,13,94,70677.59,A,219622,31.53,2.666,126.4420645,8.316,No,2019,2,1,20379.64468067227
2019-02-05,14,1,32842.31,A,200898,27.31,2.784,181.8711898,8.992,No,2019,2,1,19956.04368865647
2019-02-05,13,98,15204.21,A,219622,31.53,2.666,126.4420645,8.316,No,2019,2,1,20379.64468067227
2019-02-05,13,97,24823.33,A,219622,31.53,2.666,126.4420645,8.316,No,2019,2,1,20379.64468067227
2019-02-05,13,74,31533.3,A,219622,31.53,2.666,126.4420645,8.316,No,2019,2,1,20379.64468067227
2019-02-05,4,35,4335.0,A,205863,43.76,2.598,126.4420645,8.623,No,2019,2,1,19838.3680016247
2019-02-05,13,79,67129.45,A,219622,31.53,2.666,126.4420645,8.316,No,2019,2,1,20379.64468067227
2019-02-05,13,80,18369.14,A,219622,31.53,2.666,126.4420645,8.316,No,2019,2,1,20379.64468067227
2019-02-05,13,81,32015.72,A,219622,31.53,2.666,126.4420645,8.316,No,2019,2,1,20379.64468067227
2019-02-05,13,82,23472.62,A,219622,31.53,2.666,126.4420645,8.316,No,2019,2,1,20379.64468067227
2019-02-05,13,83,6138.28,A,219622,31.53,2.666,126.4420645,8.316,No,2019,2,1,20379.64468067227
2019-02-05,13,67,17646.3,A,219622,31.53,2.666,126.4420645,8.316,No,2019,2,1,20379.64468067227
2019-02-05,13,85,5020.32,A,219622,31.53,2.666,126.4420645,8.316,No,2019,2,1,20379.64468067227
2019-02-05,4,34,27682.5,A,205863,43.76,2.598,126.4420645,8.623,No,2019,2,1,19838.3680016247
2019-02-05,13,93,43732.99,A,219622,31.53,2.666,126.4420645,8.316,No,2019,2,1,20379.64468067227
2019-02-05,13,54,35.0,A,219622,31.53,2.666,126.4420645,8.316,No,2019,2,1,20379.64468067227
2019-02-05,13,52,6169.63,A,219622,31.53,2.666,126.4420645,8.316,No,2019,2,1,20379.64468067227
2019-02-05,13,51,31.58,A,219622,31.53,2.666,126.4420645,8.316,No,2019,2,1,20379.64468067227
2019-02-05,10,14,55033.94,B,126512,54.34,2.962,126.4420645,9.765,No,2019,2,1,18135.45781053459
2019-02-05,10,16,25694.43,B,126512,54.34,2.962,126.4420645,9.765,No,2019,2,1,18135.45781053459
2019-02-05,10,17,36872.18,B,126512,54.34,2.962,126.4420645,9.765,No,2019,2,1,18135.45781053459
2019-02-05,10,18,8912.27,B,126512,54.34,2.962,126.4420645,9.765,No,2019,2,1,18135.45781053459
2019-02-05,10,19,4046.34,B,126512,54.34,2.962,126.4420645,9.765,No,2019,2,1,18135.45781053459
2019-02-05,10,20,19068.21,B,126512,54.34,2.962,126.4420645,9.765,No,2019,2,1,18135.45781053459
2019-02-05,10,12,10365.86,B,126512,54.34,2.962,126.4420645,9.765,No,2019,2,1,18135.45781053459
2019-02-05,10,42,11380.98,B,126512,54.34,2.962,126.4420645,9.765,No,2019,2,1,18135.45781053459
2019-02-05,10,44,11009.21,B,126512,54.34,2.962,126.4420645,9.765,No,2019,2,1,18135.45781053459
2019-02-05,10,45,59.7,B,126512,54.34,2.962,126.4420645,9.765,No,2019,2,1,18135.45781053459
2019-02-05,10,82,21143.88,B,126512,54.34,2.962,126.4420645,9.765,No,2019,2,1,18135.45781053459
2019-02-05,4,81,29863.11,A,205863,43.76,2.598,126.4420645,8.623,No,2019,2,1,19838.3680016247
2019-02-05,10,83,231.78,B,126512,54.34,2.962,126.4420645,9.765,No,2019,2,1,18135.45781053459
2019-02-05,10,85,3150.38,B,126512,54.34,2.962,126.4420645,9.765,No,2019,2,1,18135.45781053459
2019-02-05,10,87,26394.89,B,126512,54.34,2.962,126.4420645,9.765,No,2019,2,1,18135.45781053459
2019-02-05,10,90,16873.5,B,126512,54.34,2.962,126.4420645,9.765,No,2019,2,1,18135.45781053459
2019-02-05,10,91,16363.1,B,126512,54.34,2.962,126.4420645,9.765,No,2019,2,1,18135.45781053459
2019-02-05,10,11,36705.57,B,126512,54.34,2.962,126.4420645,9.765,No,2019,2,1,18135.45781053459
2019-02-05,10,92,54538.9,B,126512,54.34,2.962,126.4420645,9.765,No,2019,2,1,18135.45781053459
2019-02-05,10,41,4511.33,B,126512,54.34,2.962,126.4420645,9.765,No,2019,2,1,18135.45781053459
2019-02-05,10,10,48027.87,B,126512,54.34,2.962,126.4420645,9.765,No,2019,2,1,18135.45781053459
2019-02-05,10,32,26116.73,B,126512,54.34,2.962,126.4420645,9.765,No,2019,2,1,18135.45781053459
2019-02-05,10,33,18190.33,B,126512,54.34,2.962,126.4420645,9.765,No,2019,2,1,18135.45781053459
2019-02-05,10,34,50585.42,B,126512,54.34,2.962,126.4420645,9.765,No,2019,2,1,18135.45781053459
2019-02-05,10,35,7586.0,B,126512,54.34,2.962,126.4420645,9.765,No,2019,2,1,18135.45781053459
2019-02-05,10,36,1819.0,B,126512,54.34,2.962,126.4420645,9.765,No,2019,2,1,18135.45781053459
2019-02-05,10,37,4697.28,B,126512,54.34,2.962,126.4420645,9.765,No,2019,2,1,18135.45781053459
2019-02-05,4,85,3181.36,A,205863,43.76,2.598,126.4420645,8.623,No,2019,2,1,19838.3680016247
2019-02-05,10,24,16620.73,B,126512,54.34,2.962,126.4420645,9.765,No,2019,2,1,18135.45781053459
2019-02-05,10,23,66322.9,B,126512,54.34,2.962,126.4420645,9.765,No,2019,2,1,18135.45781053459
2019-02-05,10,22,35551.72,B,126512,54.34,2.962,126.4420645,9.765,No,2019,2,1,18135.45781053459
2019-02-05,10,21,12250.22,B,126512,54.34,2.962,126.4420645,9.765,No,2019,2,1,18135.45781053459
2019-02-05,10,4,51885.86,B,126512,54.34,2.962,126.4420645,9.765,No,2019,2,1,18135.45781053459
2019-02-05,10,6,14833.87,B,126512,54.34,2.962,126.4420645,9.765,No,2019,2,1,18135.45781053459
2019-02-05,10,7,52212.32,B,126512,54.34,2.962,126.4420645,9.765,No,2019,2,1,18135.45781053459
2019-02-05,10,9,58124.72,B,126512,54.34,2.962,126.4420645,9.765,No,2019,2,1,18135.45781053459
2019-02-05,10,81,11343.0,B,126512,54.34,2.962,126.4420645,9.765,No,2019,2,1,18135.45781053459
2019-02-05,10,93,1337.33,B,126512,54.34,2.962,126.4420645,9.765,No,2019,2,1,18135.45781053459
2019-02-05,4,80,16852.33,A,205863,43.76,2.598,126.4420645,8.623,No,2019,2,1,19838.3680016247
2019-02-05,10,60,563.2,B,126512,54.34,2.962,126.4420645,9.765,No,2019,2,1,18135.45781053459
2019-02-05,10,67,15743.73,B,126512,54.34,2.962,126.4420645,9.765,No,2019,2,1,18135.45781053459
2019-02-05,10,71,26617.72,B,126512,54.34,2.962,126.4420645,9.765,No,2019,2,1,18135.45781053459
2019-02-05,10,74,56702.8,B,126512,54.34,2.962,126.4420645,9.765,No,2019,2,1,18135.45781053459
2019-02-05,10,56,1780.65,B,126512,54.34,2.962,126.4420645,9.765,No,2019,2,1,18135.45781053459
2019-02-05,10,3,30175.46,B,126512,54.34,2.962,126.4420645,9.765,No,2019,2,1,18135.45781053459
2019-02-05,13,41,732.9,A,219622,31.53,2.666,126.4420645,8.316,No,2019,2,1,20379.64468067227
2019-02-05,13,42,7636.46,A,219622,31.53,2.666,126.4420645,8.316,No,2019,2,1,20379.64468067227
2019-02-05,13,44,11263.12,A,219622,31.53,2.666,126.4420645,8.316,No,2019,2,1,20379.64468067227
2019-02-05,13,45,35.32,A,219622,31.53,2.666,126.4420645,8.316,No,2019,2,1,20379.64468067227
2019-02-05,4,37,5141.83,A,205863,43.76,2.598,126.4420645,8.623,No,2019,2,1,19838.3680016247
2019-02-05,13,46,37571.1,A,219622,31.53,2.666,126.4420645,8.316,No,2019,2,1,20379.64468067227
2019-02-05,13,47,70.0,A,219622,31.53,2.666,126.4420645,8.316,No,2019,2,1,20379.64468067227
2019-02-05,13,48,925.0,A,219622,31.53,2.666,126.4420645,8.316,No,2019,2,1,20379.64468067227
2019-02-05,13,49,9688.61,A,219622,31.53,2.666,126.4420645,8.316,No,2019,2,1,20379.64468067227
2019-02-05,13,50,2945.0,A,219622,31.53,2.666,126.4420645,8.316,No,2019,2,1,20379.64468067227
2019-02-05,4,82,21984.06,A,205863,43.76,2.598,126.4420645,8.623,No,2019,2,1,19838.3680016247
2019-02-05,10,59,2601.42,B,126512,54.34,2.962,126.4420645,9.765,No,2019,2,1,18135.45781053459
2019-02-05,10,58,2356.0,B,126512,54.34,2.962,126.4420645,9.765,No,2019,2,1,18135.45781053459
2019-02-05,10,55,26155.76,B,126512,54.34,2.962,126.4420645,9.765,No,2019,2,1,18135.45781053459
2019-02-05,10,96,10576.0,B,126512,54.34,2.962,126.4420645,9.765,No,2019,2,1,18135.45781053459
2019-02-05,10,97,6242.07,B,126512,54.34,2.962,126.4420645,9.765,No,2019,2,1,18135.45781053459
2019-02-05,10,98,74.0,B,126512,54.34,2.962,126.4420645,9.765,No,2019,2,1,18135.45781053459
2019-02-05,11,1,19611.13,A,207499,46.04,2.572,214.4248812,7.368,No,2019,2,1,17233.92715171408
2019-02-05,11,2,60722.98,A,207499,46.04,2.572,214.4248812,7.368,No,2019,2,1,17233.92715171408
2019-02-05,11,3,17951.49,A,207499,46.04,2.572,214.4248812,7.368,No,2019,2,1,17233.92715171408
2019-02-05,10,94,22.15,B,126512,54.34,2.962,126.4420645,9.765,No,2019,2,1,18135.45781053459
2019-02-05,10,80,59.76,B,126512,54.34,2.962,126.4420645,9.765,No,2019,2,1,18135.45781053459
2019-02-05,10,46,55328.2,B,126512,54.34,2.962,126.4420645,9.765,No,2019,2,1,18135.45781053459
2019-02-05,10,48,2941.0,B,126512,54.34,2.962,126.4420645,9.765,No,2019,2,1,18135.45781053459
2019-02-05,10,49,23493.11,B,126512,54.34,2.962,126.4420645,9.765,No,2019,2,1,18135.45781053459
2019-02-05,4,83,9654.0,A,205863,43.76,2.598,126.4420645,8.623,No,2019,2,1,19838.3680016247
2019-02-05,10,50,2350.0,B,126512,54.34,2.962,126.4420645,9.765,No,2019,2,1,18135.45781053459
2019-02-05,10,51,110.44,B,126512,54.34,2.962,126.4420645,9.765,No,2019,2,1,18135.45781053459
2019-02-05,10,52,7043.26,B,126512,54.34,2.962,126.4420645,9.765,No,2019,2,1,18135.45781053459
2019-02-05,10,54,893.0,B,126512,54.34,2.962,126.4420645,9.765,No,2019,2,1,18135.45781053459
2019-02-05,10,79,52545.04,B,126512,54.34,2.962,126.4420645,9.765,No,2019,2,1,18135.45781053459
2019-02-05,10,78,12.0,B,126512,54.34,2.962,126.4420645,9.765,No,2019,2,1,18135.45781053459
2019-02-05,4,51,38.64,A,205863,43.76,2.598,126.4420645,8.623,No,2019,2,1,19838.3680016247
2019-02-05,4,52,4019.83,A,205863,43.76,2.598,126.4420645,8.623,No,2019,2,1,19838.3680016247
2019-02-05,5,13,11468.24,B,34875,39.7,2.572,211.6539716,6.566,No,2019,2,1,7230.272059479554
2019-02-05,5,14,3327.63,B,34875,39.7,2.572,211.6539716,6.566,No,2019,2,1,7230.272059479554
2019-02-05,6,58,3322.0,A,202505,40.43,2.572,212.6223518,7.259,No,2019,2,1,18281.02638381668
2019-02-05,6,59,1170.91,A,202505,40.43,2.572,212.6223518,7.259,No,2019,2,1,18281.02638381668
2019-02-05,6,67,13970.69,A,202505,40.43,2.572,212.6223518,7.259,No,2019,2,1,18281.02638381668
2019-02-05,6,71,9847.07,A,202505,40.43,2.572,212.6223518,7.259,No,2019,2,1,18281.02638381668
2019-02-05,6,74,21374.43,A,202505,40.43,2.572,212.6223518,7.259,No,2019,2,1,18281.02638381668
2019-02-05,5,21,2002.48,B,34875,39.7,2.572,211.6539716,6.566,No,2019,2,1,7230.272059479554
2019-02-05,6,79,34395.14,A,202505,40.43,2.572,212.6223518,7.259,No,2019,2,1,18281.02638381668
2019-02-05,6,80,14222.74,A,202505,40.43,2.572,212.6223518,7.259,No,2019,2,1,18281.02638381668
2019-02-05,6,81,16765.86,A,202505,40.43,2.572,212.6223518,7.259,No,2019,2,1,18281.02638381668
2019-02-05,6,82,18933.52,A,202505,40.43,2.572,212.6223518,7.259,No,2019,2,1,18281.02638381668
2019-02-05,6,83,4444.58,A,202505,40.43,2.572,212.6223518,7.259,No,2019,2,1,18281.02638381668
2019-02-05,6,85,2972.29,A,202505,40.43,2.572,212.6223518,7.259,No,2019,2,1,18281.02638381668
2019-02-05,6,51,29.32,A,202505,40.43,2.572,212.6223518,7.259,No,2019,2,1,18281.02638381668
2019-02-05,5,17,2425.47,B,34875,39.7,2.572,211.6539716,6.566,No,2019,2,1,7230.272059479554
2019-02-05,6,56,3085.13,A,202505,40.43,2.572,212.6223518,7.259,No,2019,2,1,18281.02638381668
2019-02-05,5,91,91.18,B,34875,39.7,2.572,211.6539716,6.566,No,2019,2,1,7230.272059479554
2019-02-05,5,92,6459.34,B,34875,39.7,2.572,211.6539716,6.566,No,2019,2,1,7230.272059479554
2019-02-05,5,95,14982.41,B,34875,39.7,2.572,211.6539716,6.566,No,2019,2,1,7230.272059479554
2019-02-05,5,96,1825.31,B,34875,39.7,2.572,211.6539716,6.566,No,2019,2,1,7230.272059479554
